Rank,Player,Club,Nationality,Points,Percent,Season,Winner,Winner Country,Winner Score,Finalist Score,Finalist,Finalist Country,Venue,Attendance,Meilleur Buteur,Pays buteur,Club buteur,buts
17,Patrick Kluivert,FC Barcelona,Netherlands,6,0.0235,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
18,Edgar Davids,Juventus,Netherlands,5,0.0196,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
18,Hakan Şükür,Internazionale,Turkey,5,0.0196,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
18,Mario Jardel,Galatasaray,Brazil,5,0.0196,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
18,Fernando Redondo,Milan,Argentina,5,0.0196,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
22,Pavel Nedved,Lazio,Czech Republic,4,0.0157,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
22,David Trezeguet,Juventus,France,4,0.0157,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
24,Marcel Desailly,Chelsea,France,2,0.0078,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
24,Oliver Kahn,Bayern Munich,Germany,2,0.0078,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
24,Manuel Rui Costa,Fiorentina,Portugal,2,0.0078,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
27,Laurent Blanc,Internazionale,France,1,0.0039,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
27,Claudio López,Lazio,Argentina,1,0.0039,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
27,Roy Keane,Manchester United,Ireland,1,0.0039,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
27,Juan Sebastián Verón,Lazio,Argentina,1,0.0039,2000,Real Madrid,Spain,3,0,Valencia,Spain,"France Stade de France, Saint-Denis","80,000",Rivaldo,Brazil,FC Barcelone,10
1,Michael Owen,Liverpool,England,176,0.6902,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
2,Raúl González,Real Madrid CF,Spain,140,0.549,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
3,Oliver Kahn,Bayern Munich,Germany,114,0.4471,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
4,David Beckham,Manchester United,England,102,0.4,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
5,Francesco Totti,Roma,Italy,57,0.2235,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
6,Luis Figo,Real Madrid CF,Portugal,56,0.2196,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
7,Rivaldo,FC Barcelona,Brazil,20,0.0784,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
8,Andriy Shevchenko,Milan,Ukraine,18,0.0706,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
9,Thierry Henry,Arsenal,France,14,0.0549,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
9,Zinedine Zidane,Real Madrid CF,France,14,0.0549,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
11,Bixente Lizarazu,Bayern Munich,France,10,0.0392,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
12,David Trezeguet,Juventus,France,7,0.0275,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
13,Stefan Effenberg,Bayern Munich,Germany,6,0.0235,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
14,Henrik Larsson,Celtic,Sweden,4,0.0157,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
14,Alessandro Nesta,Milan,Italy,4,0.0157,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
16,Juan Sebastián Verón,Manchester United,Argentina,3,0.0118,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
16,Hernán Crespo,Lazio,Italy,3,0.0118,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
18,Giovane Élber,Bayern Munich,Brazil,2,0.0078,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
18,Gaizka Mendieta,Lazio,Spain,2,0.0078,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
18,Roberto Carlos,Real Madrid CF,Brazil,2,0.0078,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
18,Damiano Tommasi,Roma,Italy,2,0.0078,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
18,Sami Hyypia,Liverpool,Finland,2,0.0078,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
18,Emmanuel Olisadebe,Panathinaikos,Poland,2,0.0078,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
18,Ebbe Sand,Schalke 04,Denmark,2,0.0078,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
25,Roberto Baggio,Brescia,Italy,1,0.0039,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
25,Steven Gerrard,Liverpool,England,1,0.0039,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
25,Manuel Rui Costa,Milan,Portugal,1,0.0039,2001,Bayern Munich,Germany,1,1,Valencia,Spain,"Italy San Siro, Milan","71,500",Raul,Spain,Real Madrid,7
1,Ronaldo,Real Madrid CF,Brazil,169,0.65,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
2,Roberto Carlos,Real Madrid CF,Brazil,145,0.5577,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
3,Oliver Kahn,Bayern Munich,Germany,110,0.4231,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
4,Zinedine Zidane,Real Madrid CF,France,78,0.3,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
5,Michael Ballack,Bayern Munich,Germany,71,0.2731,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
6,Thierry Henry,Arsenal,France,54,0.2077,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
7,Raúl González,Real Madrid CF,Spain,38,0.1462,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
8,Rivaldo,Milan,Brazil,31,0.1192,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
9,Yildiray Bastürk,Bayer Leverkusen,Turkey,13,0.05,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
10,Alessandro Del Piero,Juventus,Italy,12,0.0462,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
11,Hasan Sas,Galatasaray,Turkey,10,0.0385,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
12,Ronaldinho,Paris Saint-Germain,Brazil,8,0.0308,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
13,Michael Owen,Liverpool,England,5,0.0192,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
13,Ruud van Nistelrooy,Manchester United,Netherlands,5,0.0192,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
15,Bernd Schneider,Bayer Leverkusen,Germany,4,0.0154,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
15,Juan Carlos Valerón,Deportivo La Coruna,Spain,4,0.0154,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
15,Cafu,Roma,Brazil,4,0.0154,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
15,Patrick Vieira,Arsenal,France,4,0.0154,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
19,Lucio,Bayer Leverkusen,Brazil,3,0.0115,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
19,Luis Figo,Real Madrid CF,Portugal,3,0.0115,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
21,Pape Bouba Diop,Racing Lens,Senegal,2,0.0077,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
21,El-Hadji Diouf,Liverpool,Senegal,2,0.0077,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
21,Rio Ferdinand,Manchester United,England,2,0.0077,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
24,Rubén Baraja,Valencia,Spain,1,0.0038,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
24,Filippo Inzaghi,Milan,Italy,1,0.0038,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
24,Roy Makaay,Deportivo La Coruna,Netherlands,1,0.0038,2002,Real Madrid,Spain,2,1,Bayer Leverkusen,Germany,"Scotland Hampden Park, Glasgow","50,499",Ruud van Nistelrooy,Netherlands,Manchester United,10
1,Pavel Nedved,Juventus,Czech Republic,190,0.7308,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
2,Thierry Henry,Arsenal,France,128,0.4923,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
3,Paolo Maldini,Milan,Italy,123,0.4731,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
4,Andriy Shevchenko,Milan,Ukraine,67,0.2577,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
5,Zinedine Zidane,Real Madrid CF,France,64,0.2462,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
6,Ruud van Nistelrooy,Manchester United,Netherlands,61,0.2346,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
7,Raúl González,Real Madrid CF,Spain,32,0.1231,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
8,Roberto Carlos,Real Madrid CF,Brazil,27,0.1038,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
9,Gianluigi Buffon,Juventus,Italy,19,0.0731,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
10,David Beckham,Real Madrid CF,England,17,0.0654,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
11,Ronaldo,Real Madrid CF,Brazil,11,0.0423,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
12,Henrik Larsson,Celtic,Sweden,6,0.0231,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
13,Alessandro Del Piero,Juventus,Italy,4,0.0154,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
13,Dida,Milan,Brazil,4,0.0154,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
13,Roy Makaay,Bayern Munich,Netherlands,4,0.0154,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
13,Alessandro Nesta,Milan,Italy,4,0.0154,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
13,Deco,FC Porto,Portugal,4,0.0154,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
18,Nihat Kahveci,Real Sociedad,Turkey,3,0.0115,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
18,Francesco Totti,Roma,Italy,3,0.0115,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
20,Michael Ballack,Bayern Munich,Germany,2,0.0077,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
20,Zlatan Ibrahimović,Ajax,Sweden,2,0.0077,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
22,Filippo Inzaghi,Juventus,Italy,1,0.0038,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
22,Jan Koller,Borussia Dortmund,Czech Republic,1,0.0038,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
22,Adrian Mutu,Chelsea,Romania,1,0.0038,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
22,Ronaldinho,FC Barcelona,Brazil,1,0.0038,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
22,Francesco Toldo,Internazionale,Italy,1,0.0038,2003,Milan,Italy,0,0,Juventus,Italy,"England Old Trafford, Manchester","62,315",Ruud van Nistelrooy,Netherlands,Manchester United,12
1,Andriy Shevchenko,Milan,Ukraine,175,0.6731,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
2,Deco,FC Barcelona,Portugal,139,0.5346,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
3,Ronaldinho,FC Barcelona,Brazil,133,0.5115,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
4,Thierry Henry,Arsenal,France,80,0.3077,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
5,Theodoros Zagorakis,Bologna,Greece,44,0.1692,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
6,Adriano Ribeiro Leite,Internazionale,Brazil,27,0.1038,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
7,Pavel Nedved,Juventus,Czech Republic,23,0.0885,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
8,Wayne Rooney,Manchester United,England,22,0.0846,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
9,Ricardo Carvalho,Chelsea,Portugal,18,0.0692,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
9,Ruud van Nistelrooy,Manchester United,Netherlands,18,0.0692,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
11,Angelos Charisteas,Werder Bremen,Greece,15,0.0577,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
12,Cristiano Ronaldo,Manchester United,Portugal,11,0.0423,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
12,Milan Baros,Liverpool,Czech Republic,11,0.0423,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
14,Zlatan Ibrahimović,Juventus,Sweden,8,0.0308,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
15,Samuel Eto'o,FC Barcelona,Cameroon,7,0.0269,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
15,Kaká,Milan,Brazil,7,0.0269,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
17,Traianos Dellas,Roma,Greece,5,0.0192,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
17,Fernando Morientes,Real Madrid CF,Spain,5,0.0192,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
17,Frank Lampard,Chelsea,England,5,0.0192,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
17,Didier Drogba,Chelsea,Ivory Coast,5,0.0192,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
17,Gianluigi Buffon,Juventus,Italy,5,0.0192,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
22,Luis Figo,Real Madrid CF,Portugal,4,0.0154,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
23,Zinedine Zidane,Real Madrid CF,France,3,0.0115,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
24,Rubén Baraja,Valencia,Spain,2,0.0077,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
24,Ludovic Giuly,FC Barcelona,France,2,0.0077,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
24,Maniche,FC Porto,Portugal,2,0.0077,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
24,Antonios Nikopolidis,Olympiakos,Greece,2,0.0077,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
28,Paolo Maldini,Milan,Italy,1,0.0038,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
28,Vicente Rodríguez,Valencia,Spain,1,0.0038,2004,Porto,Portugal,3,0,Monaco,France,"Germany Arena AufSchalke, Gelsenkirchen","53,053",Fernando Morientes,Spain,AS Monaco,9
1,Ronaldinho,FC Barcelona,Brazil,225,0.8654,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
2,Frank Lampard,Chelsea,England,148,0.5692,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
3,Steven Gerrard,Liverpool,England,142,0.5462,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
4,Thierry Henry,Arsenal,France,41,0.1577,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
5,Andriy Shevchenko,Milan,Ukraine,33,0.1269,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
6,Paolo Maldini,Milan,Italy,23,0.0885,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
7,Adriano Ribeiro Leite,Internazionale,Brazil,22,0.0846,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
8,Zlatan Ibrahimović,Juventus,Sweden,21,0.0808,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
9,Kaká,Milan,Brazil,19,0.0731,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
10,Samuel Eto'o,FC Barcelona,Cameroon,18,0.0692,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
10,John Terry,Chelsea,England,18,0.0692,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
12,Juninho Pernambucano,Olympique Lyon,Brazil,15,0.0577,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
13,Claude Makélélé,Chelsea,France,8,0.0308,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
14,Juan Riquelme,Villarreal,Argentina,7,0.0269,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
14,Petr Cech,Chelsea,Czech Republic,7,0.0269,2005,Liverpool,England,3,3,Milan,Italy,"Turkey Atatürk Olympic Stadium, Istanbul","69,000",Ruud van Nistelrooy,Netherlands,Manchester United,8
